,chr.type,chr,loc.name,pos,mQTL.lod,mQTL.asymp.p,vQTL.lod,vQTL.asymp.p,mvQTL.lod,mvQTL.asymp.p,m__est__(Intercept),m__est__BreedTypeInbred,m__est__mean.QTL.add,m__est__mean.QTL.dom,m__est__BreedTypeInbred:mean.QTL.add,m__est__BreedTypeInbred:mean.QTL.dom,m__se__(Intercept),m__se__BreedTypeInbred,m__se__mean.QTL.add,m__se__mean.QTL.dom,m__se__BreedTypeInbred:mean.QTL.add,m__se__BreedTypeInbred:mean.QTL.dom,v__est__(Intercept),v__est__BreedTypeInbred,v__est__var.QTL.add,v__est__var.QTL.dom,v__est__BreedTypeInbred:var.QTL.add,v__est__BreedTypeInbred:var.QTL.dom,v__se__(Intercept),v__se__BreedTypeInbred,v__se__var.QTL.add,v__se__var.QTL.dom,v__se__BreedTypeInbred:var.QTL.add,v__se__BreedTypeInbred:var.QTL.dom
1338,A,4,gpm325d,3010.81,-4.94E-14,1,-9.87E-14,1,-1.97E-13,1,12.16446449,0.269062931,-0.7877739,103618.2851,1.577008633,-100934.2546,0.825032833,1.011778647,0.54044072,71896.12827,0.66417135,72001.91328,2.711007397,0.126649858,0.11383076,-53661.19733,-0.406637834,52678.71684,0.635928574,0.764072905,0.398352306,87821.80957,0.512741805,87889.95526
1339,A,4,gpm888,3010.82,1.97E-13,1,1.48E-13,1,1.97E-13,1,12.3482981,0.081949323,-0.876959603,35015.41669,1.667874817,-31994.34022,0.869791515,1.04863731,0.558182963,112528.15,0.678707807,112597.519,2.747792179,0.092943109,0.094633767,-46963.49318,-0.3889925,45669.86437,0.62000488,0.736160301,0.383533543,104759.6954,0.488657215,104816.3686
1340,A,4,umc2061,3010.83,1.48E-13,1,4.94E-14,1,0,1,12.48023677,-0.047170785,-0.943039118,-84.16666703,1.730434333,3384.23187,0.80286253,0.993608857,0.532396009,388.9154695,0.657394822,4032.522518,2.700928206,0.141257832,0.118340551,-152.8869937,-0.412619151,-1495.566032,0.577634115,0.698343445,0.365220529,395.9074432,0.472334902,3655.850664
1341,A,4,gpc1,3014.03,-4.94E-14,1,-9.87E-14,1,-9.87E-14,1,12.01347526,0.241444893,-0.571264075,-126.7140784,1.449375777,5382.840009,0.740376539,0.952340482,0.55287135,400.3497394,0.677102757,51490.03085,2.6959619,0.110988116,0.199678941,-721.7629771,-0.477378428,14895.46009,0.570696871,0.71811688,0.388084651,544.1982506,0.506336394,41732.89933
1342,A,4,umc2282,3014.93,-9.87E-14,1,-1.97E-13,1,-1.48E-13,1,12.02096999,0.193730183,-0.594333002,-121.1511924,1.513628252,159.9406574,0.740585036,1.035812448,0.548685972,386.040572,0.689614582,1244.441521,2.693620433,0.155047903,0.186411964,-678.4010002,-0.440834418,545.4657588,0.550867542,0.750198841,0.371941254,508.5889004,0.491671076,1031.134461
1343,A,4,IDP625,3018.63,4.94E-14,1,-4.94E-14,1,0,1,12.08235118,0.554748395,-0.756811035,649.8771649,1.612485765,-1968.765145,0.733233075,0.932483412,0.54036487,357.4224996,0.648128218,481.6609988,2.712193696,0.004432884,0.174607225,-996.9698259,-0.384124541,800.1345252,0.600993289,0.763723894,0.403362002,599.7861133,0.518819723,706.6245813
1344,A,4,IDP68,3019.79,-4.94E-14,1,-9.87E-14,1,-1.48E-13,1,11.73751525,0.88693191,-0.39406374,562.5306529,1.262326016,-2046.97818,0.795376809,0.98180031,0.554276996,383.7047193,0.659991286,532.4524357,2.723133963,-0.007010252,0.168848796,-1090.874155,-0.379719209,882.4707687,0.687380166,0.855514745,0.446190161,715.7221111,0.568828018,848.9964703
1345,A,4,AY107128,3022.41,-1.97E-13,1,-3.46E-13,1,-4.44E-13,1,11.45926675,0.731610165,-0.030228246,-510.4646349,0.953700491,510.2092152,0.772035849,1.000873323,0.492605747,421.5990358,0.633421131,421.6117171,2.827913318,0.015911842,0.106130761,-708.3521581,-0.36252038,707.6785816,0.592885007,0.736925547,0.36904199,516.5075412,0.47859449,516.5161478
1346,A,4,bnlg1217,3025.13,4.94E-14,1,-1.48E-13,1,-1.48E-13,1,11.61029711,0.400524834,-0.165655667,-327.1045448,1.12134255,4246.229169,0.782560987,1.04437629,0.542876608,467.9777341,0.682529094,1460.403947,2.752892171,0.16120297,0.167560339,-850.2064643,-0.44517462,-7214.132138,0.598045841,0.761607917,0.384520594,627.1326058,0.496638324,2997.815667
1347,A,4,IDP476,3026.11,1.48E-13,1,0,1,4.94E-14,1,11.7377187,0.673666578,-0.274339113,-388.4783008,1.250242632,-9298.271157,0.795408981,1.005506591,0.558773938,666.420547,0.673772488,3238.561737,2.723082493,0.039191394,0.180977288,-1342.945893,-0.440751737,1160.521243,0.638980291,0.803718044,0.418352645,994.6783616,0.532876047,3332.173923
1348,A,4,gpm155,3027.44,0,1,9.87E-14,1,4.94E-14,1,11.87507558,0.556691186,0.177162792,-9940.179004,0.756985357,7378.46254,0.831075412,1.012397624,0.507435805,4666.945359,0.629154179,5635.017378,2.667918616,-0.05644624,-0.1671359,3335.715772,-0.064808809,-1527.840443,0.565492442,0.702110243,0.360687534,2465.534619,0.463279528,3294.384938
1349,A,4,bnlg1265,3028.43,4.94E-14,1,4.94E-14,1,4.94E-14,1,12.07629853,0.114965225,-0.532813792,-162.6320362,1.455153379,8533.981653,0.867060975,1.075760759,0.566450125,358.7774588,0.69214545,20354.15227,2.767785796,0.075120356,0.12487892,-653.6307089,-0.379807739,-6116.431399,0.600737588,0.735852216,0.375848209,478.5579781,0.478114164,17644.8898
1350,A,4,umc1303,3030.33,0,1,4.94E-14,1,0,1,12.07538032,0.579595074,-0.503243211,-437.5797925,1.235560495,-5302.958057,0.867123972,1.08080551,0.571533079,1057.347986,0.684995168,2154.805717,2.767928714,0.069319068,0.139077105,-2182.184747,-0.404229988,990.7623341,0.634241111,0.786084311,0.400009107,1459.902654,0.504118751,2443.596813
1351,A,4,IDP3983,3030.61,0,1,0,1,0,1,11.71926626,0.67946827,-0.427566784,2144.975557,1.245223868,-8015.451967,0.742418688,1.007653421,0.537115045,1421.601955,0.676928514,3045.284491,2.680626418,0.205553603,0.203814146,-4144.953571,-0.514384093,4507.924419,0.602716934,0.773616243,0.392336652,2336.755683,0.512116304,3300.349068
1352,A,4,IDP355,3030.83,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,11.82847445,0.586416802,-0.493422493,2116.411418,1.267151125,-7011.477498,0.754070687,1.014856,0.547621138,1374.447024,0.685181788,2807.697962,2.655594641,0.223811964,0.215877702,-3880.236043,-0.50353272,4025.159984,0.572120195,0.734688171,0.375889244,2139.85335,0.487881368,3004.671021
1353,A,4,umc1964,3031.43,4.94E-14,1,0,1,0,1,11.83358603,0.583410227,0.092918647,-9794.986178,0.809382595,6449.73742,0.753964366,1.01776069,0.48882237,4174.737192,0.646469171,4221.972777,2.654573506,0.24064914,-0.105804087,1616.313515,-0.145953016,-3098.501977,0.506846393,0.650780939,0.340443702,1960.428885,0.442568652,2206.752735
1354,A,4,gpm800a,3033.3,0,1,0,1,-4.94E-14,1,12.62146456,0.169710296,-0.38200862,-2651.503368,1.068180269,-275.5445579,0.779658587,1.007117765,0.477900395,890.2583467,0.613201325,1974.857269,2.531298474,0.019287267,-0.000573435,258.0399392,-0.162921255,817.6439181,0.495059875,0.643024772,0.309319689,413.1312568,0.400701941,1083.133117
1355,A,4,AY110290,3034.73,-4.94E-14,1,4.94E-14,1,4.94E-14,1,11.87990516,0.696965158,-0.070844954,-1981.801132,0.839855581,-1741.383219,0.765287415,0.969106794,0.495219349,852.2441176,0.626732817,1987.534477,2.657896111,0.13011178,-0.045977349,242.9672243,-0.166860017,-408.0867087,0.588344595,0.729490583,0.387094352,455.606872,0.493525151,1741.453199
1356,A,4,psr152b,3037.83,0,1,1.97E-13,1,1.48E-13,1,11.74435731,0.70651453,-0.527266414,386.8265918,1.186425205,-157.1269021,0.803106805,0.996849851,0.551422719,159.7740868,0.67515738,691.3809507,2.72447821,0.055252593,0.138739343,-175.2488023,-0.346390542,346.0835518,0.627915125,0.767476195,0.402733855,199.8283724,0.515220341,512.3327842
1357,A,4,mmp125,3043.33,4.94E-14,1,4.94E-14,1,9.87E-14,1,12.30875438,0.578565517,-0.972391444,2795.044246,1.386086202,-1287.338607,0.865207025,1.038201017,0.572013541,919.11482,0.700487775,2044.39781,2.694929819,0.162902362,0.136838532,-1153.808706,-0.295777761,-10452.60297,0.609816206,0.72414069,0.383374975,1062.068446,0.481598928,4881.125578
1358,A,4,gpm130,3043.91,4.94E-14,1,4.94E-14,1,4.94E-14,1,12.52245163,0.245956619,-1.084224859,1764.396818,1.590626916,-3295.108637,0.910178993,1.055007748,0.571017031,1793.570568,0.688632402,4912.232503,2.741970806,-0.310742932,0.11291015,-1675.507253,-0.091119979,4391.891959,0.57755681,0.694060946,0.350252746,1800.827268,0.442373498,3013.791508
1359,A,4,umc1031,3046.03,-1.48E-13,1,4.94E-13,1,2.47E-13,1,12.43110846,0.218230705,-0.966812451,550.2082351,1.509413811,-546.7229739,0.901137053,1.061570508,0.572752533,467.7991943,0.699553993,467.8058917,2.722973346,0.036352621,0.101654591,-384.8242527,-0.209846459,361.3940817,0.650398785,0.761285972,0.397118683,539.4521648,0.497627114,539.5161978
1360,A,4,umc42a,3048.43,-9.87E-14,1,-4.94E-14,1,-9.87E-14,1,12.94077887,-0.560913362,-1.187740306,-4.2984888,1.748654562,11421.58005,0.858242423,1.032875286,0.551129165,3.480059773,0.67577892,6270.026127,2.700996099,0.006130716,0.119170721,-6.294666844,-0.173399668,-2468.510513,0.640288432,0.773544685,0.393637026,5.255620794,0.500213528,5476.252183
1361,A,4,chr112a,3048.74,4.94E-14,1,2.47E-13,1,3.46E-13,1,12.93964653,-0.165877823,-1.18721117,-3.985912683,1.668000108,-80710.00612,0.858076677,1.021540367,0.5510999,3.441782314,0.680386941,160424.5028,2.700420085,0.009775122,0.119415444,-6.264779911,-0.202773377,-12146.47438,0.588778658,0.699965297,0.362020912,4.787155282,0.46075432,117147.6042
1362,A,4,isu61d,3051.33,0,1,1.48E-13,1,1.97E-13,1,12.70697188,0.068265308,-1.136129862,1033.114786,1.616259697,-47023.26304,0.980862487,1.126053168,0.562570436,893.9135758,0.689599765,45424.31293,2.844695056,-0.1353541,0.022254484,-1076.651265,-0.105265648,1663.303502,0.692654418,0.807462593,0.406417839,1067.178837,0.512957633,36624.60525
1363,A,4,jpsb67,3052.43,9.87E-14,1,0,1,0,1,13.05175418,-0.294462807,-1.261681404,-67.33731943,1.661374691,1988.537638,0.851065658,1.032712799,0.540433382,161.55424,0.674326989,15277.64935,2.740396342,-0.000749457,0.101340427,-309.2091302,-0.186132232,-4074.69314,0.579068328,0.694847328,0.352015626,213.979733,0.447397911,12467.13615
1364,A,4,bnl15.45,3052.93,9.87E-14,1,1.48E-13,1,1.97E-13,1,13.02780484,-0.509424977,-1.24272253,-68.01146956,1.629341323,14862.11401,0.852822499,1.024971537,0.543474536,152.225827,0.666292202,7139.183686,2.733152803,-0.053581662,0.108474336,-298.9690349,-0.132690226,-2780.361684,0.59750914,0.721003182,0.364277065,211.7530738,0.460305245,6038.474217
1365,A,4,umc1953,3054.33,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,12.93908694,0.390635339,-0.998723875,-15542.56094,1.782041381,-315444596.4,0.844277443,1.030572166,0.542376794,13107.81307,0.695201811,120556431.6,2.67220087,0.16772279,0.032861468,3245.608153,-0.06882653,-83444535.24,0.685270851,0.839383883,0.433356367,7527.217468,0.563875637,120060618.4
1366,A,4,umc2283,3054.43,0,1,0,1,4.94E-14,1,12.92369938,-0.077842437,-1.144953292,-4941.568677,1.957985354,-220170.9751,0.844502412,1.006880386,0.544557201,9930.06456,0.696857448,84301.68313,2.673230323,0.034341835,0.08909,752.3479263,-0.12035217,-58091.22744,0.673351589,0.801016902,0.42045513,6588.444108,0.550295588,82187.77767
1367,A,4,IDP857,3054.99,-9.87E-14,1,0,1,4.94E-14,1,12.91527585,-0.155185023,-1.307670329,83244.92162,1.70534288,-83186.76753,0.844760014,1.027429922,0.557950222,36921.49902,0.688327764,36926.77097,2.675702646,0.063493788,0.143900015,-112625.6357,-0.228133629,112450.6882,0.571558016,0.68807453,0.357933789,55954.77632,0.451597368,55957.07844
1368,A,4,IDP2574,3055.01,4.94E-14,1,1.97E-13,1,1.97E-13,1,12.75138235,0.110357028,-1.182898112,49148.76391,1.426800435,-46493.68429,0.855928719,1.036539428,0.570762211,43419.9378,0.686004122,44566.96439,2.711857309,0.035471956,0.151656441,-87876.93736,-0.189902238,78591.82238,0.619124252,0.750622349,0.387769867,50974.77139,0.485242607,52078.07304
1369,A,4,IDP636,3055.03,0,1,0,1,4.94E-14,1,12.94040388,-0.308657011,-1.349051307,95933.31554,1.771055686,-93654.37989,0.85771404,1.067553186,0.555021288,41993.9185,0.696146591,46693.77239,2.700526819,0.116694695,0.142575635,-132944.8129,-0.249930556,101633.4097,0.636649652,0.776705289,0.396213337,67877.87707,0.503630208,73720.56955
1370,A,4,IDP2425,3055.04,1.48E-13,1,2.47E-13,1,2.47E-13,1,12.93986189,-0.307515957,-1.279994234,95491.39022,1.861527726,-247225.2305,0.85792977,1.067613389,0.549834588,43719.26753,0.680772114,97092.03107,2.700281403,0.115992076,0.11364624,-126923.4248,-0.31713224,128605.7189,0.643423413,0.784969201,0.395603232,74471.33338,0.502324152,104977.1403
1371,A,4,IDP240,3055.05,0,1,-9.87E-14,1,-9.87E-14,1,12.53644745,0.101750448,-0.987431396,40859.28042,1.568300504,-202611.0505,0.974743152,1.163044159,0.552537143,28082.4137,0.682532851,95437.12658,2.851723658,-0.038554061,0.003585191,-31932.98292,-0.206098088,34469.3963,0.660283954,0.789534176,0.384839206,32007.26471,0.48659093,81037.77004
1372,A,4,IDP642,3055.07,0,1,4.94E-14,1,1.48E-13,1,12.69940551,-0.027999355,-1.132587729,80513.64802,1.705337618,-276342.5768,0.965335583,1.152288921,0.581581681,25638.15105,0.703934286,113725.037,2.781833649,0.011769124,0.047306856,-32603.86838,-0.247025947,47504.49167,0.723166815,0.8614517,0.431551907,34807.71818,0.537800174,95513.99343
1373,A,4,IDP161,3055.08,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,12.69940532,-0.01544406,-1.022875436,101019.7779,1.606334514,-311634.4983,0.965335178,1.151214881,0.586256049,52659.46059,0.708060332,127045.7642,2.781834756,0.004612602,0.075059764,-156006.075,-0.268586271,169404.0747,0.69666103,0.829962386,0.413509839,91353.066,0.516773749,128942.9919
1374,A,4,gpm514a,3055.21,-4.94E-14,1,-4.94E-14,1,-1.48E-13,1,12.69941355,-0.039764882,-0.933192936,-134168.774,1.413059436,131419.1563,0.965335134,1.151193986,0.626226377,1046847.357,0.749584604,1046869.501,2.781889127,0.015036613,0.142070155,-1081649.712,-0.290735603,1081189.807,0.662092713,0.788121283,0.407380241,874955.5747,0.505787113,874973.8714
1375,A,4,umc1511,3055.25,-8.74E-12,1,-4.79E-12,1,-8.69E-12,1,12.69696356,-0.04515773,-1.07285092,2775715.133,1.548357879,-2775690.946,0.965335629,1.151354109,0.577771754,1045769.872,0.710123281,1045769.912,2.782652145,0.013218638,0.039306416,-931048.0692,-0.183185653,930963.7418,0.665681526,0.792534836,0.393889919,1221773.287,0.495912055,1221773.314
1376,A,4,psr128,3057.45,0,1,-4.94E-14,1,-1.48E-13,1,12.6994064,-0.067152513,-1.07171173,6.00569602,1.556581892,-2.349223791,0.965335219,1.155816343,0.577678721,4.089671035,0.706974694,22.38017112,2.781832778,0.033787261,0.038989563,-3.327944877,-0.203248413,-3.44065746,0.666054904,0.793515589,0.394043386,4.671441295,0.493344298,19.59982661
1377,A,4,umc1791,3058.15,0,1,-4.94E-14,1,-4.94E-14,1,12.69942009,0.406294046,-1.072011479,162462.139,1.319731073,-287723.6402,0.965416769,1.077847636,0.577628856,156353.7227,0.674927753,183464.2813,2.781839014,-0.539440734,0.039201232,-115806.3955,0.082908649,155225.4101,0.579804685,0.690583353,0.342938583,148206.9604,0.428929765,151186.6913
1378,A,4,mmp190,3058.45,-4.94E-14,1,-4.94E-14,1,-4.94E-14,1,12.94000498,-0.001321341,-0.926094592,-166095.1423,1.015648567,220727.2266,0.857999843,0.978403352,0.508264791,108082.1148,0.636454133,121789.5469,2.700150694,-0.537842562,-0.131372646,47706.44572,0.503944313,-37526.26443,0.531056091,0.651324677,0.327901262,40076.52003,0.412854034,52024.3917
1379,A,4,gpm684,3058.93,4.94E-14,1,0,1,0,1,13.19150688,-0.380752382,-1.31898261,-271194.6654,1.485943352,481521.0307,1.475408561,1.604514273,0.802844416,863169.9861,0.89664553,963768.0342,3.137771376,-1.068968496,-0.137846442,-728736.1782,0.470252971,933103.1321,0.829056212,0.99732215,0.462234299,623644.7944,0.553159905,702214.1018
1380,A,4,mmp140,3058.95,-9.87E-14,1,-4.94E-14,1,-9.87E-14,1,12.9435147,-0.110799342,-0.927876462,-1193387.961,1.101863026,2063765.211,0.858303325,0.979568551,0.508298718,776101.4418,0.636392696,911927.4574,2.69979492,-0.551808998,-0.131075466,342353.3571,0.508094931,-298859.9274,0.526494684,0.650351678,0.324998871,285556.1972,0.412342739,456735.2025
1381,A,4,bnlg1755,3059.95,0,1,-9.87E-14,1,-4.94E-14,1,12.58931128,0.506813993,-1.016732895,24522.76228,1.033880855,-173847.5721,0.862474118,1.028282403,0.535424204,40033.89278,0.658089036,54006413.89,2.43849559,-0.408325,0.210627223,12460.59125,0.174254958,19941979.89,0.661971447,0.815086793,0.385329543,22606.73602,0.472164093,35011638.64
1382,A,4,mmp45,3060.25,4.94E-14,1,9.87E-14,1,9.87E-14,1,12.71806576,0.58587225,-0.946791804,-8508.599144,1.136019945,-12338.30441,0.850609744,0.967751127,0.508553249,19776.3664,0.640887437,22812.56902,2.72078148,-0.622406397,0.141623725,-14176.1522,0.303693574,13776.84396,0.732053193,0.893616437,0.434878529,19668.42583,0.554038599,21967.5465
1383,A,4,gpm425b,3061.14,0,1,4.94E-14,1,0,1,13.14157017,0.317704185,-1.292765086,-6184.085705,1.357677681,-7177.131238,1.106657386,1.196373153,0.637874676,17442.43093,0.723423289,19005.54229,2.803678959,-0.821779844,0.0280751,-3784.710155,0.200397921,9137.431581,0.606743736,0.708288365,0.347353514,10734.95913,0.424067847,11089.03897
1384,A,4,gpm571,3061.69,-4.94E-14,1,-1.97E-13,1,-1.97E-13,1,12.93955636,0.153648808,-1.250430174,1592688.822,1.4643119,-1602193.463,0.857979594,0.994327015,0.542642514,1714814.604,0.651035144,1714839.295,2.700266236,-0.450801177,0.091150717,-620574.9224,0.034859011,625481.75,0.540251403,0.670099383,0.330843803,1343913.392,0.425089166,1343917.705
1385,A,4,gpm706c,3061.7,-5.92E-13,1,-4.94E-14,1,1.48E-13,1,12.93986871,0.153336041,-0.995356726,-7716018.988,1.209023795,7706379.319,0.85798921,0.994335332,0.510124053,7785262.981,0.624156991,7785268.43,2.700142861,-0.450677569,-0.131794455,3822045.46,0.259510065,-3817148.726,0.510031393,0.632616084,0.316331375,2690078.789,0.404344356,2690080.725
1386,A,4,gpm258,3061.89,-2.62E-12,1,-1.23E-10,1,-1.20E-10,1,12.22515291,1.006336769,-1.082594836,382163061.8,1.309042553,-382182020.8,1.305583889,1.391905717,0.575057946,383710297,0.672968696,383710297.1,3.100541682,-0.953929616,0.048938974,-259316481.7,0.08953395,259323322.6,0.991059901,1.090039173,0.39446777,410178720.1,0.49951892,410178720.1
1387,A,4,umc1142,3062.56,-4.94E-14,1,1.97E-13,1,9.87E-14,1,12.69930031,1.019021641,-1.071700717,12816.28812,0.727441666,-23975.36284,0.965397688,1.071133015,0.577684658,12319.05692,0.689334712,14679.56459,2.781909193,-0.79655425,0.038981341,-9140.527984,0.415470096,8285.321509,0.630072652,0.774429009,0.37273563,12696.67166,0.471942527,14011.22422
1388,A,4,gpm26a,3063.54,4.94E-14,1,-4.94E-14,1,0,1,12.23475476,0.889071158,-0.839449152,13160.26471,0.56029509,-7148.595801,0.764009819,0.915846465,0.496645364,13101.69674,0.607039991,13908.66943,2.062465104,-0.467098222,0.398641707,7424.510458,0.09282683,-3113.154001,0.686475171,0.85769551,0.392995782,7398.755137,0.483745024,8128.885138
1389,A,4,AY105043,3064.36,4.94E-14,1,1.48E-13,1,9.87E-14,1,12.21489781,1.865966764,-0.786403487,8712.068073,0.256295315,-23084.58584,0.874672437,1.006623385,0.451496177,5905.989423,0.578743286,8180.720484,2.997395538,-0.957813009,-0.055392469,-12382.46624,0.513392122,8441.477508,0.633375323,0.796174681,0.367789171,7113.254994,0.469566874,9230.732562
1390,A,4,umc1702,3065.26,1.78E-12,1,1.33E-12,1,1.93E-12,1,13.11137829,0.481256098,-1.241866659,-25132.75173,0.894802208,25128.38775,0.921443737,1.024175837,0.547724603,36734.36867,0.667273375,36734.36901,2.745334639,-0.729867828,0.038021454,1134.398804,0.428557518,-1133.546352,0.635924963,0.776624649,0.373518541,24349.76043,0.475884114,24349.76073
1391,A,4,mmp155,3065.56,-9.87E-14,1,9.87E-14,1,9.87E-14,1,12.93970238,0.388617028,-1.219332828,7329.028156,1.065508751,-10239.9842,0.857987041,0.962661647,0.540371109,11942.78291,0.657510149,19118.03771,2.700232265,-0.793848227,0.091682956,-5586.417021,0.415716737,12755.31583,0.649439197,0.81106342,0.396153593,12771.35075,0.506493247,16007.22609
1392,A,4,mmp149a,3066.46,-9.87E-14,1,0,1,0,1,12.93969708,0.176512454,-1.21932849,2695.669034,1.333496505,-17476.32843,0.85798924,0.962332637,0.540372576,4393.626128,0.662717421,14260.43482,2.700234302,-0.702951309,0.091680921,-2055.196771,0.369067853,9405.303333,0.583274747,0.717297958,0.355794259,4219.838827,0.454839487,8051.629374
1393,A,4,mmp86,3067.46,0,1,0,1,4.94E-14,1,12.93969325,0.068611182,-1.21932849,3085.802634,1.364435086,-5829.560101,0.857989243,0.982830619,0.540372578,5029.226288,0.670330777,20518.54828,2.700237219,-0.48403521,0.091680921,-2352.516064,0.25815711,8153.326893,0.574141435,0.703962508,0.350222991,4754.653547,0.447418757,13709.48531
1394,A,4,nfd104e,3068.37,-1.43E-12,1,1.93E-12,1,6.42E-13,1,12.36685408,0.715067356,-1.225738877,11954584.59,1.334121302,-11957124.89,1.165536059,1.260056125,0.542097326,16462271.13,0.671606855,16462271.45,3.149622124,-0.899207046,0.095205251,-9378171.756,0.237561103,9377621.581,0.973736884,1.053073539,0.351178889,16417010.04,0.4466856,16417010.2
1395,A,4,IDP326,3073.64,-4.94E-14,1,4.94E-14,1,0,1,12.93946812,0.82861786,-1.279770373,1425.485049,1.093767966,-2780.267524,0.858002643,0.974590791,0.549893352,653.1938482,0.664727043,688.9539214,2.700590746,-0.660496067,0.113741143,-1895.905335,0.33597839,1600.758371,0.621632095,0.778485853,0.382221065,1075.099738,0.486885626,1127.463826
1396,A,4,nfa104,3074.96,0,1,3.46E-13,1,2.96E-13,1,13.88411192,-0.561073818,-0.828871169,-2425.760751,0.46698781,2453.398834,0.936607835,1.060123852,0.482847676,1312.986748,0.635751919,1313.021467,1.694269847,0.706295346,-0.002290403,1734.241756,0.232580967,-1742.819689,0.915885255,1.013192962,0.391986462,1165.143526,0.504080959,1165.197911
1397,A,4,gpm117b,3077.52,0,1,4.94E-14,1,4.94E-14,1,12.97433621,0.417256503,-1.166874935,-601.1092114,0.956244111,402.7162605,0.85559071,0.988273702,0.542806939,539.1537409,0.660317657,1118.555574,2.709995349,-0.398237006,0.100946951,-791.5502827,-0.066797968,1511.827961,0.606413359,0.734707157,0.370287918,728.7109301,0.478724664,892.865174
1398,A,4,AY110562,3080.46,4.94E-14,1,-9.87E-14,1,-9.87E-14,1,12.70267079,0.800354726,-0.818440058,-1649.685058,1.005480327,875.6053684,0.965256755,1.074637426,0.572349961,585.8392077,0.701701783,639.7719303,2.781867207,-0.635374476,0.015692278,-218.1688671,0.431735897,132.5326303,0.718816287,0.863253636,0.424485796,617.9676134,0.535308622,665.367917
1399,A,4,AY110355,3086.56,-4.94E-14,1,4.94E-14,1,4.94E-14,1,13.10181972,-0.082521762,-1.148890199,-478.0737156,1.252593625,654.6191805,1.105995812,1.198310352,0.631577763,579.2592808,0.696597594,599.8388079,2.80302804,-0.287778517,0.032284403,-94.93355886,0.187380788,-654.5332437,0.71161074,0.808311836,0.403404531,423.0682463,0.488576132,502.7770933
1400,A,4,IDP2421,3089.66,9.87E-14,1,1.48E-13,1,1.48E-13,1,12.96092147,0.447331509,-1.296584182,1899.995564,1.1427493,-4230.149183,0.847657723,0.980262399,0.542873487,856.1414363,0.671646076,1943.903851,2.711619545,-0.40559894,0.109421772,-2531.052596,0.17450399,2122.914657,0.595098178,0.725906622,0.364309479,1352.991783,0.463279554,1909.746945
1401,A,4,IDP2356,3089.68,0,1,-1.48E-13,1,-1.97E-13,1,12.96350549,0.447031565,-1.298603821,1912.970382,1.142059101,-4230.90358,0.846179299,0.979105857,0.541808707,860.1618568,0.670709581,1956.145395,2.713224214,-0.405961804,0.108833351,-2548.297427,0.174337303,2141.217003,0.594448548,0.725087,0.363707428,1357.829671,0.462531808,1917.052459
1402,A,4,mmc0371,3091.36,3.95E-13,1,-3.95E-13,1,1.48E-13,1,13.2220267,0.316264903,-1.410183237,-1721.197831,1.096968052,1718.426038,0.903856725,1.048198915,0.529065538,3196.304908,0.662208878,3196.305687,2.711843741,-0.35294676,0.096236083,-984.5946105,0.159886817,981.267024,0.661361457,0.80328122,0.3813637,2558.823706,0.48618652,2558.825937
1403,A,4,umc2284,3092.46,1.48E-13,1,-3.46E-13,1,1.48E-13,1,12.98741184,0.550916683,-1.348943533,906.3153209,1.035630705,-908.4640092,0.764087985,0.930369146,0.514591862,1271.228423,0.650704691,1271.229893,2.601943477,-0.243073431,0.152674763,-605.9322386,0.103447738,602.8273187,0.554319713,0.704528053,0.350582349,1235.851329,0.453470528,1235.854471
1404,A,4,umc1945,3093.26,4.94E-13,1,-1.38E-12,1,2.47E-13,1,12.9874601,0.550862881,-1.141526598,-3909.225937,0.828221316,3906.993715,0.7640848,0.930366289,0.510874585,5151.13787,0.647768132,5151.138356,2.601889553,-0.243021024,-0.01466638,2374.639409,0.270776638,-2378.354945,0.550783582,0.700033729,0.367163015,2441.162889,0.465278188,2441.164932
1405,A,4,gpm168b,3094.97,-1.48E-13,1,8.39E-13,1,7.90E-13,1,13.03052725,0.953392774,-1.296864382,-8687405.156,1.13529652,8656450.182,0.804930884,0.921663579,0.513843257,51044920.71,0.621724305,51044921.76,2.566718229,-0.538967039,0.121360256,7099437.53,0.118984173,-7092749.893,0.559644943,0.69545306,0.348095626,24852144.35,0.448222624,24852144.93
1406,A,4,mmp74,3095.26,4.94E-14,1,4.94E-14,1,9.87E-14,1,12.98745881,0.536207709,-1.297193151,-19850.63854,1.085093515,3152.272611,0.764087116,0.915752584,0.531985351,128683.1261,0.67172703,129534.8656,2.601954765,-0.229668445,0.171033475,-44405.04214,0.107274816,35494.84329,0.603603284,0.754174324,0.389671075,106960.7968,0.501911675,107792.5156
1407,A,4,IDP554,3095.47,4.94E-14,1,-1.48E-13,1,-1.97E-13,1,12.98747618,0.8967612,-1.343126183,4042.836117,1.091449563,-1164355.157,0.764078772,0.884096766,0.527032513,8668.682438,0.638048763,233328.613,2.601946558,-0.550951814,0.177896654,-9158.728425,0.244059465,-117697.8552,0.559254658,0.704530484,0.357576251,9425.425801,0.455637068,241068.1503
